parameter,0,1,2,3,4,5,6,7,8,9,min,avg,max,σ,μ-σ,μ+σ,
1,163836,165509,159118,158737,164581,153941,155678,160810,161830,165346,153941.00,160938.60,165509.00,6268.75,159240.25,171777.75,
2,165999,165510,160602,158882,164570,160719,163058,161177,163521,166601,158882.00,163063.90,166601.00,4557.57,162043.43,171158.57,
3,164580,164729,157968,158383,164357,152301,162251,158642,162987,164920,152301.00,161111.80,164920.00,5782.43,159137.57,170702.43,
4,160115,165454,159951,155290,164278,150607,156455,158486,160793,163740,150607.00,159516.90,165454.00,7524.80,157929.20,172978.80,
5,163553,163055,156708,154552,162404,150049,161435,156642,160650,164784,150049.00,159383.20,164784.00,7380.81,157403.19,172164.81,
6,160789,161732,156335,154262,164210,149182,155628,157400,160562,168549,149182.00,158864.90,168549.00,11297.61,157251.39,179846.61,
7,161550,161587,156021,154057,165622,147998,154746,157212,162804,171334,147998.00,159293.10,171334.00,13954.43,157379.57,185288.43,
8,159890,159971,154339,152898,165300,148883,155678,156120,152687,168465,148883.00,157423.10,168465.00,12790.39,155674.61,181255.39,
9,158223,160385,154125,154959,163298,149533,153388,156058,166203,164680,149533.00,158085.20,166203.00,9786.31,156416.69,175989.31,
10,158599,158327,161928,152719,161788,150639,153880,156615,142641,165770,142641.00,156290.60,165770.00,11763.54,154006.46,177533.54,
11,156854,157393,161703,152311,162118,147833,152381,157078,142952,165178,142952.00,155580.10,165178.00,11887.54,153290.46,177065.54,
12,156106,157651,163416,150767,161804,146226,151505,159179,168003,164348,146226.00,157900.50,168003.00,12024.77,155978.23,180027.77,
13,156323,161124,161821,150588,158678,151129,151139,159504,142269,161483,142269.00,155405.80,161821.00,9145.32,152675.68,170966.32,
14,156826,158500,158423,150832,157431,152103,151281,153034,145561,166981,145561.00,155097.20,166981.00,13409.53,153571.47,180390.53,
15,156309,160483,155585,149543,172765,149717,159427,154084,139189,165521,139189.00,156262.30,172765.00,18924.34,153840.66,191689.34,
16,157331,158953,164643,154186,161624,150396,159872,155852,146464,163873,146464.00,157319.40,164643.00,9338.86,155304.14,173981.86,
17,156086,157515,163726,152229,163351,152213,159156,154123,137476,167086,137476.00,156296.10,167086.00,13607.42,153478.58,180693.42,
18,155563,158144,161185,151118,168462,157567,156971,161585,139308,163783,139308.00,157368.60,168462.00,13458.23,155003.77,181920.23,
19,156284,159221,161109,154556,169841,151659,159529,154624,140332,176207,140332.00,158336.20,176207.00,20164.23,156042.77,196371.23,
20,153796,157982,170617,153908,158472,148182,155930,157969,140334,174011,140334.00,157120.10,174011.00,19147.34,154863.66,193158.34,
21,152478,163333,172308,154744,156607,146445,159287,154763,154404,175208,146445.00,158957.70,175208.00,17781.99,157426.01,192989.99,
22,155855,158125,157635,154280,156947,149347,150240,159019,155691,170993,149347.00,156813.20,170993.00,15265.79,155727.21,186258.79,
23,152227,156946,157742,153038,155746,154536,155288,154786,142675,173968,142675.00,155695.20,173968.00,19427.60,154540.40,193395.60,
24,155148,155152,158385,157114,156631,153039,162659,156193,147150,169792,147150.00,157126.30,169792.00,13774.08,156017.92,183566.08,
25,156027,157103,159982,159387,157812,155281,163112,163157,150969,173521,150969.00,159635.10,173521.00,14743.92,158777.08,188264.92,
26,159916,154751,161493,154543,158875,151810,158548,158029,151901,174622,151810.00,158448.80,174622.00,17602.70,157019.30,192224.70,
27,164320,176249,168010,162598,157861,152133,161295,158134,144824,169899,144824.00,161532.30,176249.00,17491.46,158757.54,193740.46,
28,167052,177204,160340,154067,157369,143655,167244,154768,148074,169701,143655.00,159947.40,177204.00,20672.33,156531.67,197876.33,
29,172893,180460,175833,151500,158134,141763,173078,162876,145887,167076,141763.00,162950.00,180460.00,22593.30,157866.70,203053.30,
30,170031,173811,172911,156725,157950,147582,177046,157735,143007,183808,143007.00,164060.60,183808.00,24320.50,159487.50,208128.50,
31,172545,170223,168866,157460,163816,143075,179739,160217,142077,176669,142077.00,163468.70,179739.00,21374.65,158364.35,201113.65,
32,168090,168658,169102,158057,169113,155545,171702,156135,142884,178332,142884.00,163761.80,178332.00,18218.78,160113.22,196550.78,
33,171343,169519,168437,161330,163325,156865,175199,163425,155353,174746,155353.00,165954.20,175199.00,11926.44,163272.56,187125.44,
34,174683,173967,172798,157520,157950,154468,171203,161097,158724,172386,154468.00,165479.60,174683.00,12666.36,162016.64,187349.36,
35,160258,173608,181097,157099,155762,154915,177063,159235,142232,170998,142232.00,163226.70,181097.00,21255.19,159841.81,202352.19,
36,160123,161638,178454,158455,162980,162170,172306,164489,141919,175983,141919.00,163851.70,178454.00,17515.33,160938.67,195969.33,
37,158908,167167,172312,158205,155841,162223,174451,160661,161408,170577,155841.00,164175.30,174451.00,11511.89,162939.11,185962.89,
38,154923,171193,172746,155046,170461,162040,156098,173687,146452,177910,146452.00,164055.60,177910.00,16279.14,161630.86,194189.14,
39,154426,171898,170198,154172,173108,160466,186968,160268,152426,165055,152426.00,164898.50,186968.00,23248.87,163719.13,210216.87,
40,160863,175061,183694,156040,166018,161446,180811,182273,148603,167890,148603.00,168269.90,183694.00,18673.10,165020.90,202367.10,
41,156491,176961,170172,156855,166494,157680,165791,171665,144878,180677,144878.00,164766.40,180677.00,18275.81,162401.19,198952.81,
42,155967,179066,172916,156843,171177,164323,179952,170946,137774,180980,137774.00,166994.40,180980.00,18237.13,162742.87,199217.13,
43,172225,181661,164582,152064,167910,160935,183078,175770,136969,175514,136969.00,167070.80,183078.00,21763.93,161314.07,204841.93,
44,162842,180052,171948,149790,164069,166176,181701,157266,151767,176686,149790.00,166229.70,181701.00,18815.86,162885.14,200516.86,
45,161684,177318,172589,160862,173311,165861,177457,160412,154514,168512,154514.00,167252.00,177457.00,12236.98,165220.02,189693.98,
46,163458,183233,180738,149397,165996,158787,183149,156662,155692,176083,149397.00,167319.50,183233.00,19892.70,163340.30,203125.70,
47,158745,175045,180658,154835,175764,163692,173979,169286,159508,193692,154835.00,170520.40,193692.00,24498.70,169193.30,218190.70,
48,164477,179119,179988,159704,175294,160481,189513,154523,148823,161985,148823.00,167390.70,189513.00,25320.48,164192.52,214833.48,
49,154146,180269,184603,160362,170937,165023,188711,174776,155549,161424,154146.00,169580.00,188711.00,20567.85,168143.15,209278.85,
50,174842,193812,181860,184911,171613,171444,187585,186869,155924,163598,155924.00,177245.80,193812.00,20139.98,173672.02,213951.98,
51,167461,183166,180112,181861,171436,168701,179929,190371,142874,173017,142874.00,173892.80,190371.00,20341.16,170029.84,210712.16,
52,168059,190052,175971,160586,180164,160797,196314,213393,152521,191993,152521.00,178985.00,213393.00,38092.50,175300.50,251485.50,
53,176850,202811,178412,141211,174644,165628,197754,201122,134207,192654,134207.00,176529.30,202811.00,35596.39,167214.61,238407.39,
54,169744,196173,186754,177016,174628,167426,190980,202976,136620,177970,136620.00,178028.70,202976.00,30227.09,172748.91,233203.09,
55,172107,190304,189846,172908,170834,168147,204462,196907,140334,172622,140334.00,177847.10,204462.00,31697.56,172764.44,236159.56,
56,165326,193622,186760,176321,182966,174731,186551,182418,143519,187128,143519.00,177934.20,193622.00,19846.20,173775.80,213468.20,
57,184736,197344,182554,177004,189741,172524,167748,181897,142689,177387,142689.00,177362.40,197344.00,25399.65,171944.35,222743.65,
58,188627,197881,174115,174077,161936,176835,169385,178622,158650,170738,158650.00,175086.60,197881.00,26510.32,171370.68,224391.32,
59,165404,203518,166817,160458,159041,167786,177014,189924,158717,191165,158717.00,173984.40,203518.00,32494.60,171023.40,236012.60,
60,182624,212294,170857,187256,167973,164480,169904,175321,157999,191370,157999.00,178007.80,212294.00,38215.95,174078.05,250509.95,
61,193485,193138,168208,195347,166224,165347,207351,200895,158616,179960,158616.00,182857.10,207351.00,30733.79,176617.21,238084.79,
62,200852,215353,166050,201481,173830,185546,185944,178574,153826,186581,153826.00,184803.70,215353.00,36616.36,178736.64,251969.36,
63,187215,214733,182866,189640,209876,172981,191809,188911,167756,188074,167756.00,189386.10,214733.00,28909.46,185823.54,243642.46,
64,210904,196083,183236,183160,168285,171129,211658,192267,174662,201577,168285.00,189296.10,211658.00,28348.40,183309.60,240006.40,
65,210747,197215,177063,181257,169866,181260,196050,188628,172932,206775,169866.00,188179.30,210747.00,27646.84,183100.16,238393.84,
66,170022,195077,167553,206362,166941,182891,225627,191243,159876,207090,159876.00,187268.20,225627.00,41894.73,183732.27,267521.73,
67,177225,190042,185966,202702,177377,178183,186340,174594,146766,211191,146766.00,183038.60,211191.00,32482.56,178708.44,243673.56,
68,208037,198544,181987,209699,182037,170445,199471,173838,147141,207047,147141.00,187824.60,209699.00,30749.19,178949.81,240448.19,
69,208279,202462,211943,208352,170244,169115,204050,199480,187687,205981,169115.00,196759.30,211943.00,22403.75,189539.25,234346.75,
70,172881,191796,172321,198158,214137,169204,204426,169609,169478,202133,169204.00,186414.30,214137.00,31158.32,182978.68,245295.32,
71,175285,184952,175659,198749,214463,164945,202941,231584,179624,188724,164945.00,191692.60,231584.00,42780.34,188803.66,274364.34,
72,175652,182602,180028,199008,210032,187194,211324,247250,156308,204921,156308.00,195431.90,247250.00,55146.50,192103.50,302396.50,
73,179893,209217,207151,205956,200995,168850,213391,182527,150096,198851,150096.00,191692.70,213391.00,28712.09,184678.91,242103.09,
74,185676,227286,204498,203743,164162,168812,225083,214001,179309,217978,164162.00,199054.80,227286.00,35035.20,192250.80,262321.20,
75,204749,201057,204157,202130,160345,163944,178481,219278,149284,191078,149284.00,187450.30,219278.00,40481.06,178796.94,259759.06,
76,187350,190064,208535,199855,179978,184604,204162,188509,138917,206645,138917.00,188861.90,208535.00,28037.91,180497.09,236572.91,
77,222456,204144,173622,196685,195499,168213,209393,221707,151876,181309,151876.00,192490.40,222456.00,39298.05,183157.95,261754.05,
78,173768,210112,225018,186975,194147,176040,207773,192194,149991,178414,149991.00,189443.20,225018.00,39717.21,185300.79,264735.21,
79,198289,199824,221715,202197,194050,177319,200854,276556,149254,206633,149254.00,202669.10,276556.00,80211.97,196344.03,356767.97,
80,190399,222677,203168,197226,200215,182193,208371,238881,169443,197501,169443.00,201007.40,238881.00,41428.00,197453.00,280309.00,
81,228560,220950,226530,200055,159945,154173,205395,198456,169560,221807,154173.00,198543.10,228560.00,42276.19,186283.81,270836.19,
82,190985,208039,204629,217989,200498,182489,205159,212198,171396,201618,171396.00,199500.00,217989.00,22312.77,195676.23,240301.77,
83,181236,199098,176164,214254,207807,191145,204856,212254,173601,204035,173601.00,196445.00,214254.00,21358.21,192895.79,235612.21,
84,181710,215828,192243,215239,201971,192131,237806,171333,179064,252795,171333.00,204012.00,252795.00,52708.57,200086.43,305503.57,
85,230898,194310,223041,195276,190419,187328,218074,170416,171341,225461,170416.00,200656.40,230898.00,38880.67,192017.33,269778.67,
86,221998,213795,209277,213661,192467,188787,208539,215776,165858,208401,165858.00,203855.90,221998.00,25451.71,196546.29,247449.71,
87,234597,193973,173572,178073,197344,171230,212569,189254,165041,192786,165041.00,190843.90,234597.00,50662.17,183934.83,285259.17,
88,202224,202789,225364,165110,202654,186473,211165,250692,166353,202548,165110.00,201537.20,250692.00,55463.21,195228.79,306155.21,
89,191785,251816,226702,157070,207015,182357,216767,242598,165028,212514,157070.00,205365.20,251816.00,54598.95,197217.05,306414.95,
90,221294,231960,217488,208217,203419,241476,217876,237829,151833,199251,151833.00,213064.30,241476.00,38886.66,202589.34,280362.66,
91,191382,201108,241774,204377,206390,220563,200853,239034,173691,202716,173691.00,208188.80,241774.00,37412.20,204361.80,279186.20,
92,224227,207889,221453,203410,213440,176033,208114,286742,150764,198269,150764.00,209034.10,286742.00,86637.29,200104.71,373379.29,
93,266938,217014,220464,195149,204147,205439,212585,282153,169622,205173,169622.00,217868.40,282153.00,75289.92,206863.08,357442.92,
94,186697,221616,231606,212459,216225,210062,198993,276674,157184,202379,157184.00,211389.50,276674.00,69209.23,207464.77,345883.23,
95,161551,192267,168726,242309,171662,165288,205116,176866,153559,233580,153559.00,187092.40,242309.00,60056.23,182252.77,302365.23,
96,186854,193197,232611,260891,213026,156371,212228,219929,148093,245880,148093.00,206908.00,260891.00,62886.51,198004.49,323777.51,
97,204533,204523,210841,171803,211323,190622,210654,268698,185420,248346,171803.00,210676.30,268698.00,64083.97,204614.03,332781.97,
98,193643,207278,185357,203362,212485,190839,206642,216131,190120,239459,185357.00,204531.60,239459.00,37137.32,202321.68,276596.32,
99,178498,221367,193807,198038,241948,150165,222714,242454,160292,278892,150165.00,208817.50,278892.00,77151.44,201740.56,356043.44,
100,178437,203848,196846,215526,250126,173185,208010,235989,234732,267204,173185.00,216390.30,267204.00,54056.36,213147.64,321260.36,
101,219143,203184,212527,194392,251338,190869,207263,283617,236057,217007,190869.00,221539.70,283617.00,68033.70,215583.30,351650.70,
102,178066,217323,205095,194127,246607,171184,227760,285449,197487,266663,171184.00,218976.10,285449.00,71040.73,214408.27,356489.73,
103,194604,195761,214229,192081,207600,183838,233147,287143,198056,278149,183838.00,218460.80,287143.00,75008.05,212134.95,362151.05,
104,181583,227691,262627,195483,264228,193971,197957,279868,201646,269703,181583.00,227475.70,279868.00,58399.81,221468.19,338267.81,
105,212019,226772,194654,200652,210103,174868,195845,293436,171777,275874,171777.00,215600.00,293436.00,87207.89,206228.11,380643.89,
106,186963,237231,219259,199516,294085,219861,260820,293820,170486,262802,170486.00,234484.30,294085.00,67202.66,226882.34,361287.66,
107,186990,189321,198666,198869,209947,219515,260877,168599,166355,286441,166355.00,208558.00,286441.00,84391.23,202049.77,370832.23,
108,198112,243009,265607,199901,177299,218484,228078,248294,235674,203576,177299.00,221803.40,265607.00,48647.05,216959.95,314254.05,
109,213103,227975,242241,209086,178271,184305,328389,299204,247235,296467,178271.00,242627.60,328389.00,96315.46,232073.54,424704.46,
110,235492,211935,199236,205297,219018,203804,327232,295421,229909,285834,199236.00,241317.80,327232.00,96428.88,230803.12,423660.88,
111,215933,212371,217263,205193,175540,190107,200364,295478,233411,277441,175540.00,222310.10,295478.00,81573.57,213904.43,377051.57,
112,229999,206863,249720,202642,170764,190873,199246,321860,151757,240933,151757.00,216465.70,321860.00,116974.56,204885.44,438834.56,
113,190021,243740,254133,203327,187385,185495,254571,285377,238014,198916,185495.00,224097.90,285377.00,66406.70,218970.30,351783.70,
114,218042,204295,189933,199140,183403,197933,333015,296113,237197,232061,183403.00,229113.20,333015.00,113690.26,219324.74,446705.26,
115,217515,228951,188750,200754,190271,174658,231064,296822,241220,268472,174658.00,223847.70,296822.00,81657.60,215164.40,378479.60,
116,196681,219088,200095,203397,191509,187488,333676,296297,241743,224153,187488.00,229412.70,333676.00,111242.20,222433.80,444918.20,
117,205205,210636,194474,275507,173429,202998,199635,295788,241691,267674,173429.00,226703.70,295788.00,77796.53,217991.47,373584.53,
118,235729,236059,200131,275837,169220,227292,246741,287336,222021,330719,169220.00,243108.50,330719.00,98067.15,232651.85,428786.15,
119,237068,227300,199152,243591,191647,172659,331710,344187,222843,240238,172659.00,241039.50,344187.00,116996.21,227190.79,461183.21,
120,194607,220472,254606,244660,229429,183068,332300,219279,174738,247805,174738.00,230096.40,332300.00,107400.70,224899.30,439700.70,
121,197424,240095,206658,242438,194589,226386,339582,297280,233270,214445,194589.00,239216.70,339582.00,105193.31,234388.69,444775.31,
122,239120,262672,237711,244063,191066,229120,327636,342790,193060,264575,191066.00,253181.30,342790.00,101058.21,241731.79,443848.21,
123,205277,245135,263845,244844,234243,175273,340281,289487,218742,228826,175273.00,244595.30,340281.00,101241.80,239039.20,441522.80,
124,305876,210532,264554,254938,210659,192282,340054,341374,224877,224853,192282.00,256999.90,341374.00,103793.28,237580.72,445167.28,
125,230258,243389,185227,235642,173609,235387,342433,304748,228579,224153,173609.00,240342.50,342433.00,112675.15,229757.85,455108.15,
126,288226,243350,185031,239134,202129,235881,330970,302993,219033,256707,185031.00,250345.40,330970.00,95381.59,235588.41,426351.59,
127,257212,210617,211063,211344,175250,217315,342939,244725,167828,248178,167828.00,228647.10,342939.00,127108.06,215830.94,470047.06,
128,305509,209991,315804,238239,191876,195757,345523,212340,240851,273758,191876.00,252964.80,345523.00,110877.01,234645.99,456400.01,
129,348631,218460,316392,245465,194801,235804,345107,207815,181838,311856,181838.00,260616.90,348631.00,112563.33,236067.67,461194.33,
130,197651,206832,235802,318811,211237,236610,343889,336974,180531,238904,180531.00,250724.10,343889.00,104327.03,239561.97,448216.03,
131,332006,265474,236591,314702,210760,250362,346274,334457,277466,345688,210760.00,291378.00,346274.00,76006.92,270267.08,422280.92,
132,336571,269840,216962,190886,203402,226895,259446,335728,186972,351878,186972.00,257858.00,351878.00,117622.44,234255.56,469500.44,
133,309266,297473,214521,257379,201502,227468,343842,488378,228486,366342,201502.00,293465.70,488378.00,215639.12,272738.88,704017.12,
134,426780,211851,282802,257262,199057,242171,344105,229302,234618,366471,199057.00,279441.90,426780.00,172560.73,254219.27,599340.73,
135,441840,237614,223069,201685,239727,242866,341839,440827,227496,336705,201685.00,293366.80,441840.00,180948.64,260891.36,622788.64,
136,445287,233260,222410,259076,240765,239958,246067,315385,277655,345654,222410.00,282551.70,445287.00,184957.58,260329.42,630244.58,
137,435294,224743,222251,321929,242193,236919,319267,304518,256380,266765,222251.00,283025.90,435294.00,173265.43,262028.57,608559.43,
138,394584,222280,223868,184377,228655,257075,207521,305823,167480,242958,167480.00,243462.10,394584.00,172207.41,222376.59,566791.41,
139,396776,246508,346045,319030,262622,245522,262969,325966,167251,223301,167251.00,279599.00,396776.00,140541.53,256234.47,537317.53,
140,462021,312145,220281,319955,254397,274952,344560,347958,226961,232265,220281.00,299549.50,462021.00,186796.03,275224.97,648817.03,
141,295400,239042,218618,295284,254217,258858,346594,261702,227320,237157,218618.00,263419.20,346594.00,94409.58,252184.42,441003.58,
142,300812,285948,219315,315692,277115,259978,346538,443766,214494,289701,214494.00,295335.90,443766.00,162956.46,280809.54,606722.46,
143,363622,286049,217016,249674,266930,191559,345338,254927,236072,288039,191559.00,269922.60,363622.00,112339.15,251282.85,475961.15,
144,456152,255912,234612,314770,242485,259694,345525,418961,239698,340748,234612.00,310855.70,456152.00,172306.62,283845.38,628458.62,
145,226647,232455,203709,250637,199901,276211,344959,435218,317768,305482,199901.00,279298.70,435218.00,166068.70,269149.30,601286.70,
146,482075,257586,182305,290220,202981,260355,342541,427851,292149,248248,182305.00,298631.10,482075.00,215322.98,266752.02,697397.98,
147,374332,260796,197910,217913,251665,185805,341617,350424,223961,304874,185805.00,270929.70,374332.00,128300.60,246031.40,502632.60,
148,473125,256860,384909,281662,199981,330589,291794,354446,296111,238881,199981.00,310835.80,473125.00,188356.84,284768.16,661481.84,
149,472851,254752,338742,289470,304665,295990,395297,436011,300327,249739,249739.00,333784.40,472851.00,165214.55,307636.45,638065.55,
150,490754,278461,231446,223478,322182,269847,253613,355027,333471,281992,223478.00,304027.10,490754.00,211853.99,278900.01,702607.99,
151,305412,274562,337049,321987,283508,328582,315683,354153,237266,361968,237266.00,312017.00,361968.00,62257.36,299710.64,424225.36,
152,507774,278987,212364,328564,260404,317510,350368,356272,319966,361626,212364.00,329383.50,507774.00,203709.95,304064.05,711483.95,
153,598586,280656,263911,242742,261477,316741,349609,365153,229141,359730,229141.00,326774.60,598586.00,306016.19,292569.81,904602.19,
154,459188,284283,264092,244621,267342,236152,349534,371428,251100,233568,233568.00,296130.80,459188.00,187134.52,272053.48,646322.52,
155,312934,336591,263668,322504,223706,208186,263204,301528,312921,325459,208186.00,287070.10,336591.00,68350.67,268240.33,404941.67,
156,594679,286137,263807,190825,327027,286589,401138,261967,337249,324436,190825.00,327385.40,594679.00,302174.79,292504.21,896853.79,
157,598079,336175,263870,192382,337416,315606,400002,302244,339200,233827,192382.00,331880.10,598079.00,301674.27,296404.73,899753.27,
158,592660,245635,408517,191357,308646,242391,264498,415362,259400,331469,191357.00,325993.50,592660.00,304984.38,287675.62,897644.38,
159,470983,265623,318208,247524,321702,283796,404711,436092,263022,348070,247524.00,335973.10,470983.00,162184.87,308798.13,633167.87,
160,471195,284487,318612,246764,239424,249040,305851,432107,253429,235327,235327.00,303623.60,471195.00,195363.94,275831.06,666558.94,
161,311198,287982,256721,221754,289376,310959,258023,414690,253143,339632,221754.00,294347.80,414690.00,133738.06,280951.94,548428.06,
162,229701,305505,376807,285594,170992,246388,258300,447138,266648,327320,170992.00,291439.30,447138.00,166750.91,280387.09,613888.91,
163,228765,290408,388604,279272,255032,275720,258647,383877,342576,254592,228765.00,295749.30,388604.00,99537.36,289066.64,488141.36,
164,285143,255170,303276,268810,256251,329003,236641,384452,252447,328401,236641.00,289959.40,384452.00,104669.67,279782.33,489121.67,
165,249498,290856,317591,266744,256333,275605,330724,383355,254284,256132,249498.00,288112.20,383355.00,99910.39,283444.61,483265.39,
166,304016,265861,385719,251782,285967,274422,285013,381600,255078,292188,251782.00,298164.60,385719.00,100341.82,285377.18,486060.82,
167,304665,256186,375230,251217,251302,275411,285164,424381,256307,292983,251217.00,297284.60,424381.00,140528.85,283852.15,564909.85,
168,303273,290012,380955,250395,317567,274742,340483,459676,256444,281680,250395.00,315522.70,459676.00,156478.52,303197.48,616154.52,
169,291536,288194,385794,251861,283339,245460,341410,432011,349944,286480,245460.00,315602.90,432011.00,128366.15,303644.85,560377.15,
170,318544,259760,377361,251997,254575,349288,340947,432739,350655,287439,251997.00,322330.50,432739.00,125005.89,307733.11,557744.89,
171,580435,253727,256272,251882,323906,366717,248838,478208,272125,293060,248838.00,332517.00,580435.00,284662.71,295772.29,865097.71,
172,551076,291297,366337,251501,283730,278490,270557,436441,348923,277945,251501.00,335629.70,551076.00,245952.64,305123.36,797028.64,
173,589847,255371,299911,255104,244565,270504,287105,436576,348788,336028,244565.00,332379.90,589847.00,291903.30,297943.70,881750.30,
174,288664,255098,241050,246860,226965,366038,285455,426552,348626,333644,226965.00,301895.20,426552.00,139126.77,287425.23,565678.77,
175,623040,292580,371732,245331,281243,276764,479533,428950,350924,257213,245331.00,360731.00,623040.00,301458.96,321581.04,924498.96,
176,621664,343850,355909,248743,336547,365716,449325,429239,235187,275872,235187.00,366205.20,621664.00,292373.84,329290.16,914037.84,
177,622706,282367,243600,251712,226331,366080,302925,470569,264622,275509,226331.00,330642.10,622706.00,332387.67,290318.33,955093.67,
178,260122,323906,350427,250739,219972,365988,483069,421064,246742,261812,219972.00,318384.10,483069.00,179034.98,304034.02,662103.98,
179,619669,311890,342516,311150,230431,286831,413965,470576,161793,267004,161793.00,341582.50,619669.00,321036.33,298632.67,940705.33,
180,608182,324226,340450,251224,249404,287573,387180,311441,151317,276908,151317.00,318790.50,608182.00,327720.65,280461.35,935902.65,
181,552414,322732,372337,248197,280186,366743,253255,319408,151370,256063,151370.00,312270.50,552414.00,274622.86,277791.14,827036.86,
182,552546,260545,463149,373101,278823,335829,334939,319092,228472,341553,228472.00,348804.90,552546.00,235405.80,317140.20,787951.80,
183,402395,348669,455160,396347,273291,281917,321656,470145,229361,288818,229361.00,346775.90,470145.00,151845.60,318299.40,621990.60,
184,603005,347555,455044,300265,319005,268655,318886,470311,217554,303119,217554.00,360339.90,603005.00,280491.63,322513.37,883496.63,
185,517011,448452,455506,300470,338206,253407,318691,480817,218059,387828,218059.00,371844.70,517011.00,183646.06,333364.94,700657.06,
186,622264,448013,381982,299667,340213,252025,318033,481883,254528,317313,252025.00,371592.10,622264.00,288537.61,333726.39,910801.61,
187,698913,450369,332903,300633,383118,282632,316191,316091,254421,387916,254421.00,372318.70,698913.00,367378.38,331534.62,1066291.38,
188,698658,450406,383747,300416,298320,283231,316499,315786,252227,342651,252227.00,364194.10,698658.00,375784.05,322873.95,1074442.05,
189,698931,285051,332702,322386,299615,289551,468912,550600,265147,341749,265147.00,385464.40,698931.00,359770.00,339161.00,1058701.00,
190,699159,450182,333212,323152,344422,289773,469002,549888,265172,337145,265172.00,406110.70,699159.00,337536.20,361622.80,1036695.20,
191,697589,363714,227354,302953,344585,271903,264448,547440,251890,323848,227354.00,359572.40,697589.00,386240.75,311348.25,1083829.75,
192,527031,369338,351136,302634,345038,351801,416463,547705,273339,323523,273339.00,380800.80,547705.00,197968.85,349736.15,745673.85,
193,412634,293835,346783,302729,248657,271865,414858,456876,271882,344713,248657.00,336483.20,456876.00,144766.93,312109.07,601642.93,
194,519908,341181,275019,300894,299146,348084,416287,473839,315329,377994,275019.00,366768.10,519908.00,180429.20,339478.80,700337.20,
195,541728,344714,276067,305119,296893,270173,409606,473372,246043,391309,246043.00,355502.40,541728.00,218897.40,322830.60,760625.40,
196,454086,292149,453161,305425,291478,345614,409599,473425,326961,390799,291478.00,374269.70,473425.00,126178.22,347246.78,599603.22,
197,229732,452333,352924,307787,258558,345562,410623,473413,326590,348207,229732.00,350572.90,473413.00,127400.77,346012.23,600813.77,
198,486236,317572,269130,300598,289615,345201,461139,472982,253283,348088,253283.00,354384.40,486236.00,164232.97,322003.03,650468.97,
199,517043,256565,391413,388112,379360,345233,364097,472899,324668,364860,256565.00,380425.00,517043.00,161327.53,355715.47,678370.53,
200,532248,257311,391010,387992,378293,270103,278387,554953,254747,347366,254747.00,365241.00,554953.00,227400.06,327552.94,782353.06,
201,229279,283971,388356,302463,376452,345454,364389,555010,322117,347105,229279.00,351459.60,555010.00,204018.62,350991.38,759028.62,
202,228926,284029,388403,305856,377696,344636,363919,402441,407258,329465,228926.00,343262.90,407258.00,65465.78,341792.22,472723.78,
203,263779,288264,388199,305428,366899,340759,368219,309365,225471,383149,225471.00,323953.20,388199.00,76494.15,311704.85,464693.15,
204,264399,285450,388460,390715,282096,397176,360635,246396,266390,461808,246396.00,334352.50,461808.00,138578.69,323229.31,600386.69,
205,263380,286238,389045,435477,362640,327122,358219,374516,265709,352623,263380.00,341496.90,435477.00,98231.72,337245.28,533708.72,
206,293336,285667,394870,291813,358356,394259,360380,532072,265668,352547,265668.00,352896.80,532072.00,188300.09,343771.91,720372.09,
207,293621,291047,294283,292466,316970,272185,508761,533544,234445,353005,234445.00,339032.70,533544.00,213970.61,319573.39,747514.61,
208,570222,270253,390009,295022,317146,373194,303666,550296,233864,352949,233864.00,365662.10,570222.00,243322.85,326899.15,813544.85,
209,575788,285788,394395,295138,315776,292017,508266,553905,233820,358681,233820.00,381357.40,575788.00,238750.38,337037.62,814538.38,
210,566431,315104,392238,323042,317259,339650,519055,554271,348794,460969,315104.00,413681.30,566431.00,190654.84,375776.16,757085.84,
211,588014,355176,393165,256034,319291,434267,459274,554953,349339,461001,256034.00,417051.40,588014.00,207901.06,380112.94,795915.06,
212,584533,284585,389626,300362,362809,438183,249373,321445,348821,355359,249373.00,363509.60,584533.00,251422.39,333110.61,835955.39,
213,496107,314254,392256,315357,362961,329822,459479,268959,408326,348852,268959.00,369637.30,496107.00,150640.13,345466.87,646747.13,
214,489457,354242,392304,391514,362115,331814,459421,554243,417215,348980,331814.00,410130.50,554243.00,166330.99,387912.01,720573.99,
215,451847,349777,392682,388361,327274,418799,459935,554706,417012,351830,327274.00,411222.30,554706.00,161662.96,393043.04,716368.96,
216,453220,354265,391977,320909,322764,358722,455692,554237,246761,301734,246761.00,376028.10,554237.00,205635.95,348601.05,759872.95,
217,293874,354176,392876,321549,323248,339414,473802,554601,362237,374720,293874.00,379049.70,554601.00,181462.46,373138.54,736063.46,
218,292096,252616,386990,422378,321535,441298,473856,484002,416292,301146,252616.00,379220.90,484002.00,121605.64,362396.36,605607.64,
219,489326,252754,244072,329202,255339,315496,472356,591168,361281,302226,244072.00,361322.00,591168.00,267260.55,323907.45,858428.55,
220,491798,250680,514373,416018,219624,360831,424212,243867,418891,302098,219624.00,364239.20,514373.00,190070.11,324302.89,704443.11,
221,496956,466191,514327,417218,354660,360800,424007,324459,360399,301832,301832.00,402084.90,514327.00,138991.14,375335.86,653318.14,
